,test_id,dab_id,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,predicted_label,external_id,confidence,roi_brightness,image_brightness,b_means,g_means,r_means,b_stds,g_stds,r_stds,roi_b_means,roi_g_means,roi_r_means,roi_b_stds,roi_g_stds,roi_r_stds
3431,1000,1,326,282,395,351,P_1,5000149_drone_007_3.jpg,0.940344,121.14192822315987,80.15149508625,44.004795,96.107056,88.50441,31.694952,40.116055,41.01358,101.05776,128.50557,129.14093,72.957,67.97901,71.86904
3432,1000,1,229,147,300,218,P_1,pexels-eberhard-grossgasteiger-640858_drone_010_3.jpg,0.918515,139.7776665705832,118.98847585345084,131.7419,123.21316,96.744675,66.393585,63.000896,57.304504,164.81352,145.5501,101.048004,19.172976,17.799183,13.480708
3433,1000,1,317,12,387,82,P_1,9005294_drone_013_4.jpg,0.927123,246.03205216974646,156.37722682172665,149.2101,143.25587,169.66055,68.15888,69.63696,64.97366,245.51082,246.37286,246.18265,35.661583,33.91089,33.902695
3434,1000,1,816,343,887,414,P_1,Pool_11_drone_009_3.jpg,0.93802,147.95027035817242,184.60431280365347,181.72905,185.06062,185.85995,66.50361,58.833298,53.362206,139.76472,149.40706,154.10216,45.95301,45.01473,45.472214
3435,1000,1,879,414,951,485,P_1,5000125_drone_015_1.jpg,0.942161,196.7352052287874,171.98318008646842,165.97739,176.1512,172.20415,80.496605,71.224236,76.118614,183.8353,199.29655,206.07082,47.32339,51.95003,52.89033
3436,1000,1,149,204,220,275,P_1,5000199_drone_007_1.jpg,0.940339,218.91052640940293,131.09938795615858,128.06493,134.47473,129.71623,91.49806,86.46294,88.628006,218.66455,219.04959,219.01547,68.68147,68.54788,68.53028
3437,1000,1,314,356,384,427,P_1,6000105_drone_017_4.jpg,0.940925,163.9035182748916,146.8153651392339,165.42207,143.43236,124.134636,63.032417,54.386967,54.963478,161.27806,164.32576,166.04749,40.467766,41.1304,41.501835
3438,1000,1,609,435,678,503,P_1,6000102_drone_001_5.jpg,0.946683,193.9146673322904,111.22807633672622,110.315475,109.30155,112.47329,68.774574,69.74923,72.0234,195.48657,192.37404,193.79903,51.126415,51.55705,51.613743
3439,1000,1,414,313,485,382,P_1,6000291_drone_003_1.jpg,0.934285,117.16154494335554,154.524871215634,141.43376,159.56703,159.08385,89.27729,78.50465,78.08085,110.433556,118.351295,117.79343,67.604546,63.54851,64.44577
3440,1000,1,108,48,177,116,P_1,6000208_drone_001_3.jpg,0.932201,119.82749082136286,112.57226398051318,113.681595,111.96472,111.565125,69.85023,63.536865,60.86168,121.0405,119.26684,118.917946,73.35614,67.88384,64.617935
3441,1000,1,251,76,322,147,P_1,0102436_drone_018_4.jpg,0.930036,44.65956651306424,109.19794167130364,108.52889,109.09666,109.425186,48.99819,48.040245,47.63146,43.589565,45.729618,44.21841,26.60167,25.98583,27.003136
3442,1000,1,546,279,615,347,P_1,9004581_drone_006_5.jpg,0.939859,112.22614101411013,135.98587181025735,125.29898,143.37192,133.00717,60.075993,29.78969,29.784714,109.64663,116.85955,106.060104,34.68155,30.047798,33.084854
3443,1000,1,756,167,827,237,P_1,9001619_drone_009_3.jpg,0.939445,137.34538827283689,137.48518886215834,130.48007,142.08229,136.63814,69.370865,68.1404,77.04305,146.12656,141.1996,121.76358,65.32354,56.419807,51.320076
3444,1000,1,741,147,812,217,P_1,pexels-ashan-rai-2085998_drone_001_1.jpg,0.942663,106.40977929725648,72.43818323414968,87.82795,68.3794,55.536186,53.426582,38.599636,44.3323,129.79617,96.82998,87.17867,23.467407,20.578932,22.182775
3445,1000,1,509,241,579,311,P_1,6000183_drone_015_4.jpg,0.927726,70.41150195778842,114.3684932046935,113.25367,113.10826,116.036964,66.906906,62.815605,61.671356,68.50898,70.81755,71.710205,42.41715,41.818497,41.658802
3446,1000,1,78,174,149,245,P_1,6000242_drone_005_5.jpg,0.936696,46.864097326083225,106.82880224958397,107.37124,106.78012,105.95105,71.741974,67.28394,66.357735,41.635986,46.0732,51.84269,29.483469,29.263477,30.49607
3447,1000,1,570,84,637,151,P_1,6000314_drone_004_3.jpg,0.935769,216.14973566753306,146.5516477883399,140.81195,142.54782,154.1699,70.61202,65.08837,56.981472,219.71375,218.76186,208.76387,43.001778,31.325361,40.883617
3448,1000,1,356,153,426,223,P_1,5000165_drone_011_2.jpg,0.940567,169.69012974975533,144.8122937676796,177.56592,137.71994,108.28891,45.76227,36.979446,40.523518,198.94695,162.63795,141.93652,32.04765,25.695341,24.957478
3449,1000,1,335,145,404,214,P_1,Pool_6_drone_019_1.jpg,0.928199,116.06343769918517,107.47723771350766,112.11143,105.643654,90.9955,50.218765,44.714054,62.59321,118.728836,113.139885,106.47343,57.35982,32.660934,31.068546
3450,1000,1,91,63,162,135,P_1,0100113_drone_005_2.jpg,0.92814,127.67857703961089,129.19984777911594,100.82255,139.10725,140.63036,26.354397,41.376274,40.897102,129.38165,127.37989,126.24941,15.999928,15.89745,15.906471
3451,1000,1,836,203,906,273,P_1,Pool_10_drone_005_2.jpg,0.933963,94.98934238449434,121.60698168019495,116.07515,123.82522,123.945564,61.28904,58.22385,57.25588,90.243675,97.10939,97.21939,52.944176,54.83816,54.389313
3452,1000,1,549,354,620,423,P_1,6000043_drone_014_5.jpg,0.933602,146.80364828349016,144.34213070438034,142.13054,145.95952,144.25266,54.163834,48.157795,48.526413,147.34456,146.53664,146.50603,30.903633,31.874577,31.805363
3453,1000,1,390,125,462,195,P_1,2000002_drone_009_2.jpg,0.945339,144.95141601272115,108.00724483775977,106.772964,109.67563,107.12184,83.37839,81.178406,81.98241,144.38412,146.12976,144.2738,65.61241,64.90434,65.99193
3454,1000,1,480,410,548,478,P_1,6000192_drone_011_4.jpg,0.938668,97.70280760075863,138.37833041780686,140.85341,137.18935,136.58862,79.12999,70.67661,69.07726,93.19918,98.678635,100.55039,35.545464,32.525375,31.322487
3455,1000,1,834,455,903,523,P_1,6000107_drone_016_3.jpg,0.947596,134.63923507932998,168.21389402270293,175.06189,166.8372,161.30328,47.28718,50.865334,54.5247,134.90154,135.03665,133.96356,34.34979,34.657272,33.736786
3456,1000,1,53,367,123,437,P_1,3002221_drone_008_1.jpg,0.937831,88.99224156054392,141.29112313637043,136.18506,148.62946,136.35695,73.80834,56.267254,44.372486,76.92632,96.25,92.0751,39.99442,35.09101,36.407864
3457,1000,1,59,44,129,115,P_1,6000136_drone_001_4.jpg,0.935821,77.36788730951072,123.2563361532777,123.195206,122.97901,122.744675,62.758907,61.716606,62.367435,76.093765,77.36137,78.61851,24.633099,24.350231,24.434269
3458,1000,1,569,196,638,265,P_1,6000149_drone_016_3.jpg,0.943027,72.32796109833171,136.30217405734268,133.56746,141.74258,132.6114,52.0063,47.946262,46.62604,59.87755,84.0899,69.903175,35.309944,39.57973,39.347687
3459,1000,1,317,338,387,407,P_1,6000052_drone_003_1.jpg,0.932415,128.2624552712863,130.59275287573215,122.54785,133.70703,133.74185,47.882465,44.615295,46.042107,131.67226,129.42981,121.899796,25.089876,22.582445,25.92911
3460,1000,1,765,363,836,433,P_1,4000086_drone_002_5.jpg,0.905491,130.3653313486458,123.19495040077963,126.48658,121.484375,113.39712,63.635273,41.31354,43.584175,126.62938,128.96841,135.19658,24.327433,25.554306,28.132502
3461,1000,1,476,403,545,471,P_1,0100628_drone_010_2.jpg,0.913256,111.77404657572094,115.01023332247789,111.637215,117.54406,113.01769,67.745834,62.17129,64.97095,121.052,109.909424,102.81223,55.055637,53.624447,53.802006
3462,1000,1,746,52,816,123,P_1,3002154_drone_006_3.jpg,0.946737,109.47143775142742,132.77881862887227,92.07532,141.63493,148.92902,50.833557,41.245834,31.098412,51.387524,84.89758,157.19235,40.19431,30.7192,26.367767
3463,1000,1,686,396,755,466,P_1,9001317_drone_015_3.jpg,0.93397,33.354655155035665,88.05028564574042,83.404205,89.632706,89.10661,66.85771,65.890465,68.27681,32.954865,34.150105,32.75031,42.3256,42.482468,42.881866
3464,1000,1,581,95,650,163,P_1,Playground_2_drone_009_3.jpg,0.930621,103.75179735728851,107.25885490370935,90.95186,113.79288,113.1519,51.735256,51.929497,52.82989,85.7257,108.99957,113.82012,35.71214,40.45939,41.41689
3465,1000,1,530,197,597,264,P_1,45792335642_18c7a4fd23_c_drone_010_1.jpg,0.92749,95.78466140918155,114.39312503075328,104.93618,120.794266,113.93202,89.42423,81.77903,85.26163,98.81889,100.29561,87.05413,29.134022,26.625328,29.779264
3466,1000,1,419,441,489,510,P_1,6000221_drone_011_5.jpg,0.936387,233.8338891352447,166.56000257164422,161.32799,166.62918,170.82152,66.0561,63.631332,62.310867,232.87288,234.26128,234.3621,44.65226,45.16229,45.198997
3467,1000,1,65,432,135,502,P_1,29107060455_27aac8d219_c_drone_005_5.jpg,0.933122,79.67211711234323,125.54499927633637,136.49062,118.11528,77.44108,78.81705,41.88552,76.11836,45.905308,75.83061,104.18061,26.05003,24.145739,26.519917
3468,1000,1,254,27,323,96,P_1,6000290_drone_007_2.jpg,0.904977,145.9100045768812,160.97314146304646,160.763,162.08734,159.25832,65.23508,65.88761,64.89376,146.00925,146.5146,145.08969,42.823315,41.439137,40.872974
3469,1000,1,83,261,150,329,P_1,16412343956_ac317eea53_c_drone_006_2.jpg,0.938915,125.73197562694185,115.52861168764598,122.59794,112.34167,108.94225,72.87984,72.93708,75.084145,123.46532,125.362816,127.94623,18.247143,16.138647,17.306244
3470,1000,1,798,271,869,341,P_1,6000279_drone_004_3.jpg,0.932214,47.74451772406712,121.77112337659908,117.42782,123.466125,123.12212,69.10781,63.157764,63.602863,33.06519,57.9666,46.44688,27.87961,33.784176,28.106731
3471,1000,1,68,191,139,261,P_1,9002827_drone_005_1.jpg,0.932524,75.66889917833755,92.77295376107605,72.1934,94.42965,105.27379,75.41681,65.992905,62.25703,48.362576,81.41308,89.72756,22.463753,18.705399,17.895073
3472,1000,1,5,243,75,312,P_1,0101801_drone_010_1.jpg,0.924554,98.89545137048249,119.68870334362828,119.69759,120.15545,117.54496,68.95597,69.21702,70.94626,121.59524,89.804344,78.42919,60.445187,51.455112,48.21532
3473,1000,1,290,293,359,362,P_1,Playground_7_drone_002_1.jpg,0.946737,142.25460106514532,88.0091797443116,55.374126,91.22859,106.93137,45.46625,51.64358,61.20951,87.2657,142.31485,178.81412,40.18717,32.8162,48.071995
3474,1000,1,90,207,159,275,P_1,1100016_drone_013_1.jpg,0.933411,92.09844168587306,165.0438942963992,181.83861,165.05551,145.69553,58.519585,59.34099,54.45414,104.54156,90.53495,79.17903,19.462572,20.534626,21.199242
3475,1000,1,27,402,95,471,P_1,6000188_drone_003_3.jpg,0.936715,117.5335859470504,136.55539909606318,132.78491,135.20148,140.75862,50.314735,47.402214,46.041004,120.91943,118.95844,110.861465,38.42104,36.67653,37.51081
3476,1000,1,648,444,719,515,P_1,1000993_drone_005_2.jpg,0.930665,166.7491813387429,129.8374297345612,125.82513,144.90253,110.401344,68.07846,44.95314,53.680443,196.96608,155.91946,142.23032,31.570518,22.784412,20.789293
3477,1000,1,425,135,495,205,P_1,pexels-tyler-lastovich-633198_drone_017_2.jpg,0.947152,192.32471643686185,148.26713642388,158.36674,146.2395,139.10976,93.16471,83.775566,80.80801,205.4849,189.43428,181.18776,53.452377,49.265633,47.671234
3478,1000,1,78,247,147,315,P_1,6000336_drone_006_2.jpg,0.937003,121.69261163345,124.79081258207589,128.26797,124.38125,121.133675,56.20204,50.50678,48.629436,121.51641,120.76577,122.53623,42.10743,39.241272,37.455597
3479,1000,1,749,207,819,277,P_1,10533527676_b2cfb5a5fd_c_drone_007_2.jpg,0.93506,90.9295487756117,145.81903596604664,131.0966,151.55983,150.29025,75.65614,57.215183,54.156902,83.06979,94.731636,93.12673,37.8893,38.561543,40.671043
3480,1000,1,681,382,750,451,P_1,6000041_drone_020_3.jpg,0.94497,126.6316099064123,128.6573133098506,125.62461,131.96582,126.831116,62.542927,59.56001,61.387287,137.9624,126.87797,113.805504,28.34224,28.413877,28.094194
3481,1000,1,279,327,350,397,P_1,2000008_drone_014_1.jpg,0.936693,139.19096043613052,151.65640873624528,152.75441,154.27019,146.91695,72.88598,68.97369,70.028694,140.77988,141.42656,134.89417,46.034374,47.13457,49.48782
3482,1000,1,167,325,236,394,P_1,6000203_drone_006_4.jpg,0.941977,128.895376913432,105.72575278280291,103.89679,105.147255,107.18477,65.24959,65.34136,61.8537,129.6818,130.37366,126.484566,60.19213,62.17996,62.340992
3483,1000,1,584,354,653,423,P_1,0101463_drone_007_2.jpg,0.943082,146.6627288665902,145.04886853771163,168.56917,148.84657,111.586365,35.910988,31.53681,30.15193,164.01723,149.53497,123.11657,38.77096,36.163536,31.361742
3484,1000,1,731,272,801,342,P_1,9005011_drone_011_5.jpg,0.933412,111.43082198942291,123.05357288124907,123.56529,121.53303,122.816574,83.183655,80.540375,79.59784,123.65245,106.32531,102.055305,57.64113,53.270752,50.613358
3485,1000,1,87,164,155,233,P_1,pexels-may-barros-1260841_drone_004_3.jpg,0.935413,61.90544350346493,96.25412850886897,108.858734,89.75708,86.19955,67.16714,64.63281,55.964745,70.35273,58.82033,52.497868,54.22985,54.200813,45.303352
3486,1000,1,26,69,95,138,P_1,pexels-pixabay-266691_drone_013_4.jpg,0.932182,132.2483798309875,119.58713670462853,113.235,120.743126,122.39222,49.120377,56.998943,65.64748,133.79584,135.1445,126.75971,16.359537,16.608648,24.023378
3487,1000,1,798,201,867,271,P_1,pexels-tim-gouw-291732_drone_005_3.jpg,0.919584,164.74633901850385,149.14457915476513,169.84169,147.75523,121.34538,87.757515,85.479416,82.58522,188.94182,162.6352,138.05528,53.454227,49.730495,46.189026
3488,1000,1,749,277,819,348,P_1,0100855_drone_007_4.jpg,0.942091,108.27648584921872,122.16281874507914,144.59958,112.3557,99.7923,85.749016,56.96051,49.716858,103.64769,105.845474,114.263985,66.08022,63.45075,62.099422
3489,1000,1,752,132,821,200,P_1,5000174_drone_018_1.jpg,0.916996,168.42197833297908,138.06355224293483,141.31834,139.05602,131.87265,78.35371,72.689255,70.93626,177.23999,164.763,162.73422,88.633865,82.94032,80.03397
3490,1000,1,471,455,540,524,P_1,6000068_drone_012_5.jpg,0.946663,61.7295056643233,95.48335321358182,81.87737,98.55652,103.41648,58.40462,60.563934,67.08951,62.910732,61.42302,60.798992,23.819654,24.30303,24.483904
3491,1000,1,357,286,426,354,P_1,5000124_drone_020_5.jpg,0.930845,117.4091229861875,124.84250770200394,122.76909,125.81876,125.53594,65.84245,63.43635,62.822006,115.950554,118.20546,117.828,36.081627,35.58478,36.14765
3492,1000,1,18,5,89,75,P_1,0002136_drone_020_3.jpg,0.945134,215.27278627794243,115.31730303962378,126.42644,114.06528,98.57502,48.638596,43.46216,45.266697,231.90343,216.30946,195.96721,45.613495,43.447735,40.183617
3493,1000,1,583,233,654,304,P_1,9001001_drone_007_1.jpg,0.940485,77.09667293287389,131.40452835645644,125.09045,132.26672,134.50027,63.783913,64.95035,64.52074,66.862724,68.87165,89.12795,37.036743,37.83254,47.727016
3494,1000,1,642,288,714,358,P_1,8004573_drone_011_4.jpg,0.94152,173.8794783064331,170.4842330405383,172.55077,174.5085,163.7168,69.371,70.32384,74.861145,176.23155,177.41211,167.67957,45.84626,47.15441,49.14793
3495,1000,1,219,366,287,434,P_1,6000202_drone_012_1.jpg,0.937376,73.9221362285942,107.24026650850686,106.48648,106.75403,107.64159,61.418297,55.94436,52.5655,73.16025,73.11095,74.4029,48.438232,47.705795,45.60586
3496,1000,1,321,3,392,73,P_1,6000099_drone_012_3.jpg,0.950575,154.3967258143945,102.236173613672,99.1802,93.766556,104.83822,73.462524,61.305412,73.22416,204.32173,144.4153,91.4831,50.53632,31.071577,20.633493
3497,1000,1,477,211,546,280,P_1,6000109_drone_017_4.jpg,0.933684,94.03600438125406,133.12387562569262,142.8396,131.24756,123.05046,65.7626,67.22292,70.13338,97.65154,93.12161,91.14808,37.483368,37.367825,37.305084
3498,1000,1,362,149,431,218,P_1,1000061_drone_020_2.jpg,0.944766,127.10801021322027,85.9232006062878,74.88367,83.711655,94.949646,42.600018,44.3853,48.894405,87.329765,118.47133,159.96576,50.918224,58.490208,61.237595
3499,1000,1,591,133,662,204,P_1,3159847780_8b4f659d35_c_drone_018_3.jpg,0.921663,168.39872081481104,114.09697929941358,115.95387,117.536125,100.96976,80.045364,57.190826,54.629112,199.81491,166.32037,128.14977,42.67582,39.49951,48.66864
3500,1000,1,782,37,853,108,P_1,6000074_drone_006_3.jpg,0.939673,178.100453563953,113.70297579844866,120.63344,111.63527,101.63034,82.19382,64.98328,59.94267,175.14104,178.83734,178.77127,52.339027,55.172153,62.759857
3501,1000,1,683,259,750,327,P_1,1100025_drone_002_5.jpg,0.940401,117.14707066216232,146.2777993215772,158.95525,145.09448,130.51782,78.3732,65.712715,61.040092,126.48727,116.58911,106.75439,57.173237,54.428127,53.6499
3502,1000,1,758,113,828,184,P_1,3001976_drone_007_1.jpg,0.938148,126.78211423989062,119.19049911353777,120.27677,123.50281,111.17073,83.45683,68.96862,56.720165,135.47424,128.70744,114.398994,54.227047,46.114544,37.898754
3503,1000,1,751,99,822,170,P_1,1001875_drone_015_1.jpg,0.945294,136.83865628608476,105.11060904659023,89.57478,80.05425,125.996956,41.754635,48.646015,55.631218,120.93176,124.737946,158.5364,43.3395,45.019947,48.848995
3504,1000,1,116,197,186,266,P_1,3001336_drone_004_4.jpg,0.932191,105.1888300707622,122.28527310210025,97.48281,130.08629,132.3735,67.585724,49.995117,48.908577,81.355484,114.69607,114.76501,19.086512,21.316174,22.150661
3505,1000,1,540,57,608,125,P_1,9003836_drone_003_5.jpg,0.936736,77.9436694581572,113.2188758435805,113.17107,117.95764,105.890175,72.92541,58.748386,54.703484,74.01211,88.94161,66.85121,47.939724,46.87121,40.920807
3506,1000,1,711,160,780,230,P_1,6000097_drone_001_4.jpg,0.939699,128.73905820041165,120.90363556826317,120.242714,121.665726,119.98327,71.39033,69.58203,69.5782,131.79503,128.42671,125.703316,63.361595,61.89828,62.320763
3507,1000,1,615,439,686,508,P_1,2000032_drone_017_3.jpg,0.954355,141.42285407166085,108.87339357686783,99.248146,116.680695,108.38174,72.08637,69.440125,67.267654,140.97816,143.57991,139.01328,80.97711,74.78037,70.34631
3508,1000,1,443,428,513,498,P_1,6000346_drone_009_2.jpg,0.939683,101.62871190618753,127.264522738892,119.33093,127.67573,132.55443,78.03453,71.72462,68.19933,100.10837,102.18775,102.56633,32.191505,32.550293,32.61522
3509,1000,1,48,245,119,315,P_1,6000337_drone_017_3.jpg,0.947212,35.811741472161216,133.721664319939,134.47034,133.56894,132.75116,79.65628,75.822105,73.55313,34.68813,36.838833,35.72676,34.337208,33.90889,34.117016
3510,1000,1,162,298,231,367,P_1,6000308_drone_018_5.jpg,0.920224,134.77418154270043,116.58350752022004,110.23895,113.3148,122.074646,56.80676,56.224575,60.356743,137.69334,133.02058,133.49422,28.788586,27.113798,27.814142
3511,1000,1,509,201,578,270,P_1,6000014_drone_004_3.jpg,0.931552,54.7346881447949,122.20874353379504,124.909,118.04564,121.4374,50.035072,52.62434,57.680492,60.343834,56.57866,44.045998,27.931376,34.285725,27.832045
3512,1000,1,504,196,572,265,P_1,6000001_drone_016_3.jpg,0.940339,138.41405361332633,112.13549836091657,88.04608,128.08432,114.77792,33.532963,48.637486,49.987495,110.64514,155.36339,144.82396,26.471897,32.53837,30.684172
3513,1000,1,322,122,389,189,P_1,5000200_drone_004_5.jpg,0.956071,190.51982731103033,144.46487578037855,144.65717,145.2164,143.09639,79.249855,78.65921,79.77306,189.80418,193.55826,187.15059,66.83543,62.839344,66.989006
3514,1000,1,185,266,252,333,P_1,6955935208_1f538841a4_c_drone_019_5.jpg,0.941116,71.73935648086191,94.9365460563197,99.503365,92.24818,88.76035,68.079834,52.22489,45.13514,83.10826,67.95968,61.713078,34.20556,34.587914,34.213196
3515,1000,1,874,251,946,322,P_1,pexels-eberhard-grossgasteiger-691569_drone_006_4.jpg,0.906819,135.29238371454906,139.39277226423408,148.71233,138.16696,129.7074,88.26799,87.99986,86.140396,146.3394,133.89124,124.24217,51.295765,50.783,51.706642
3516,1000,1,185,56,255,125,P_1,8005616_drone_016_2.jpg,0.943465,161.00260098605932,169.11815337680906,165.03452,169.5016,171.35553,73.68891,76.15979,81.38508,160.10559,163.4265,158.00725,70.48842,75.34957,84.71472
3517,1000,1,501,356,572,426,P_1,0007932_drone_007_3.jpg,0.938899,110.28626137657828,123.07558823651495,126.27442,122.67793,118.65256,80.70551,82.47599,84.27725,107.55976,111.79376,111.266,70.67432,69.41798,68.11671
3518,1000,1,650,262,720,332,P_1,17652751303_e4b50453d9_c_drone_020_5.jpg,0.942505,110.4102045671488,125.80815280860814,126.67622,126.104385,123.1118,67.29573,66.75074,72.67616,118.63081,111.216736,96.84367,52.99728,58.483894,68.237526
3519,1000,1,441,325,512,394,P_1,6000268_drone_017_5.jpg,0.938502,55.88131902914312,101.11735484479972,100.17908,102.78115,99.28273,87.11675,85.41911,84.57152,55.458664,55.51092,55.96693,38.59829,38.157097,38.64747
3520,1000,1,399,192,470,262,P_1,30286840445_c6d5dfdc8c_c_drone_018_2.jpg,0.939196,119.91526152344929,97.35015667186977,69.518936,117.71737,95.49146,43.023346,51.982403,54.219368,80.58149,151.82756,115.179474,32.66935,41.301632,41.0432
3521,1000,1,380,156,451,226,P_1,6000201_drone_016_5.jpg,0.914706,131.14425558495776,145.51280316716816,147.8786,145.41089,142.75235,59.973866,55.394073,52.492825,129.64949,131.11449,132.59457,34.208336,34.310642,34.253944
3522,1000,1,636,432,704,500,P_1,6000163_drone_013_5.jpg,0.931199,100.97478802036282,110.44370772684313,119.73734,107.00687,100.42273,62.37628,47.076073,44.91475,102.786545,100.30104,99.62586,22.564222,23.961552,25.39728
3523,1000,1,267,312,335,380,P_1,Urban_9_drone_016_4.jpg,0.937085,76.09615916834957,166.00081783369038,154.92088,174.11658,143.63576,104.012115,53.327286,47.371517,60.104454,88.4135,73.18188,45.85746,41.88825,43.84748
3524,1000,1,738,205,806,273,P_1,6000143_drone_005_5.jpg,0.933159,104.6804418668072,135.27612107116337,133.8677,134.28284,136.4355,59.331615,58.840206,60.303593,109.73162,109.310555,92.99697,38.638195,35.374462,44.281174
3525,1000,1,710,346,777,414,P_1,6000257_drone_019_1.jpg,0.936375,69.00028156561486,119.34948715534784,125.562965,118.59786,111.27684,90.0861,79.99681,73.245674,77.0169,68.420105,59.573967,44.251247,46.340614,49.67695
3526,1000,1,107,368,177,439,P_1,6000283_drone_018_5.jpg,0.912593,180.35793046946816,129.21840093565453,131.18373,125.08575,128.8423,48.290367,43.138783,43.529186,167.74709,180.86157,191.41771,52.120876,54.488976,56.668808
3527,1000,1,305,388,375,459,P_1,0100851_drone_007_3.jpg,0.945923,107.06739443312375,110.80116873335311,102.02418,105.9768,115.206314,59.281765,52.319973,48.229816,100.70905,109.12153,110.738434,49.560513,52.87903,53.629604
3528,1000,1,815,342,885,412,P_1,Suburban_2_drone_011_4.jpg,0.93396,63.385392504724834,116.17802502449263,125.592766,116.53483,96.20287,77.71101,48.229553,42.329357,54.406326,66.09306,66.75714,61.55079,59.148,60.37598
3529,1000,1,347,326,416,395,P_1,5000181_drone_016_3.jpg,0.942996,50.93600863051136,128.96477065229928,114.274345,136.52956,131.87337,94.19627,81.02825,82.72897,34.956944,59.297836,54.228733,32.94248,31.807777,32.056686
3530,1000,1,597,217,668,286,P_1,8006160_drone_006_1.jpg,0.937316,163.39451339431852,141.87649901126122,164.74179,145.58772,108.29575,54.737343,44.225784,37.002308,185.73953,167.12839,132.53746,26.305168,22.753704,18.459347
3531,1000,1,491,193,561,264,P_1,6000143_drone_009_3.jpg,0.929466,101.6394508890083,135.2108238269734,133.80559,134.22925,136.35052,59.387863,58.88977,60.392048,99.70744,100.26338,104.35654,34.479836,34.04043,32.658024
3532,1000,1,150,69,221,139,P_1,22450555168_5615feaa44_c_drone_015_3.jpg,0.927147,206.8061686981789,170.71171623528645,174.32065,169.86092,166.50864,71.37016,63.072987,60.487514,216.99457,204.52657,198.38913,54.261734,50.92696,49.534718
3533,1000,1,285,351,354,420,P_1,1000413_drone_003_5.jpg,0.938284,88.68146297402349,126.10565522850764,127.10944,114.9924,124.65866,68.805984,70.534096,66.04944,61.43016,49.4728,124.43247,38.897114,38.386044,37.54979
3534,1000,1,384,386,451,453,P_1,0105003_drone_016_4.jpg,0.937604,57.37460145985277,95.6531330962085,69.88345,102.75331,102.940765,75.99115,56.842056,56.872364,21.985075,66.497215,67.664955,35.400105,29.923813,30.851927
3535,1000,1,135,70,204,139,P_1,27389677837_da84cb6e41_c_drone_006_5.jpg,0.945902,101.33275998749923,74.11088332206019,79.475975,65.264496,69.23871,42.43751,32.944298,34.71923,142.7261,88.44213,43.651333,23.21745,23.17419,31.117258
3536,1000,1,158,331,227,399,P_1,49431042156_81009f0fc7_c_drone_003_5.jpg,0.921039,124.69654034650158,117.93491909010464,123.317856,112.6859,113.521866,61.49212,53.21442,61.691494,139.84528,113.692245,112.94693,55.677826,57.448635,63.538715
3537,1000,1,668,373,738,442,P_1,6000188_drone_015_2.jpg,0.935033,135.279477553899,136.49384595991162,132.70784,135.14261,140.72668,50.336384,47.43596,46.047905,129.71884,131.05652,144.46439,30.274836,30.527569,34.673473
3538,1000,1,734,312,804,381,P_1,6000057_drone_005_4.jpg,0.934135,78.34718739837268,127.26313962133428,114.33105,123.93498,138.63402,64.5336,60.561115,58.22597,74.51428,76.4884,83.52961,44.283024,43.96972,48.744507
3539,1000,1,362,319,432,389,P_1,6000288_drone_017_1.jpg,0.947019,81.1625804499416,124.62499704913694,120.44829,125.54788,126.65475,65.92845,67.61785,67.738304,86.18959,75.96041,80.16041,36.032646,31.94531,33.07144
3540,1000,1,320,2,391,73,P_1,6000180_drone_010_5.jpg,0.943321,242.4940726957613,115.98034492973028,114.022934,115.912796,117.61516,74.50712,72.84773,70.74194,242.77484,242.48541,242.1841,39.41905,40.631287,41.010193
3541,1000,1,662,116,731,184,P_1,pexels-dev-patel-250400_drone_018_3.jpg,0.917095,144.10256945758354,127.41395229312165,122.831635,124.90146,129.67667,22.583433,35.150043,54.13958,139.43137,147.74467,144.94415,30.079609,30.562872,30.727959
3542,1000,1,801,194,869,261,P_1,6000234_drone_016_4.jpg,0.938732,49.58901510811208,86.6182392032073,81.85944,85.13921,91.28921,67.638794,65.33017,64.024765,46.805313,49.498024,52.09394,44.548622,44.322823,47.508327
3543,1000,1,744,392,812,460,P_1,8000811_drone_016_5.jpg,0.939064,69.80986784434492,116.96332745896883,141.81651,114.21298,86.55178,43.717434,36.174576,39.95588,83.63213,73.439445,45.73616,27.644152,27.876934,30.44659
3544,1000,1,494,407,564,476,P_1,6000149_drone_019_4.jpg,0.930202,144.9640314543941,136.23330889843376,133.48409,141.68199,132.54332,52.04742,47.933826,46.641796,144.35901,149.22278,141.14514,20.250263,20.797667,21.210165
3545,1000,1,752,466,822,535,P_1,0004028_drone_006_1.jpg,0.948138,130.54970003812338,153.72100681495323,179.2411,157.82559,115.598,39.482616,35.790264,37.798546,144.32547,134.77806,108.77019,35.39915,25.28347,23.21778
3546,1000,1,891,301,960,371,P_1,2000041_drone_017_1.jpg,0.938064,78.08623628259409,144.60214799556582,148.34677,142.22627,142.49858,67.05101,63.84361,64.574005,77.70787,78.704346,77.520706,41.546898,40.48145,40.886684
3547,1000,1,384,157,453,226,P_1,6000230_drone_013_3.jpg,0.938312,56.127513954417374,106.44112408878749,101.29116,103.01589,112.8247,73.38562,74.35212,74.1282,44.718338,58.27032,62.583702,35.92794,45.75987,46.79838
